record_id,source_table,entity_text,entity_label,canonical_name,entity_id,start_char,end_char
1001,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1001,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1001,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1001,patents,Dr. Naveen S M,INVENTOR,Dr. Naveen S M,DR_NAVEEN_S_M,0,14
1001,patents,Dr. Aruna P,INVENTOR,Dr. Aruna P,DR_ARUNA_P,17,28
1001,patents,Dr. Joseph C M,INVENTOR,Dr. Joseph C M,DR_JOSEPH_C_M,31,45
1001,patents,Mr. Ravikumar S,INVENTOR,Mr. Ravikumar S,MR_RAVIKUMAR_S,48,63
1001,patents,Dr. Trupti Tagare,INVENTOR,Dr. Trupti Tagare,DR_TRUPTI_TAGARE,66,83
1001,patents,Dr. Shobha K R,INVENTOR,Dr. Shobha K R,DR_SHOBHA_K_R,86,100
1001,patents,H01Q9/04,IPC,H01Q9/04,IPC03832,0,8
1001,patents,H01Q1/38,IPC,H01Q1/38,IPC03808,10,18
1001,patents,H01Q1/24,IPC,H01Q1/24,IPC03802,20,28
1001,patents,H01Q1/42,IPC,H01Q1/42,IPC03809,30,38
1001,patents,H01L23/15,IPC,H01L23/15,IPC03641,40,49
1001,patents,ELECTRONICS,FIELD,ELECTRONICS,ELECTRONICS,0,11
1002,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1002,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1002,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1002,patents,Dr. V. R. SRINIVASAN,INVENTOR,Dr. V. R. SRINIVASAN,DR_V_R_SRINIVASAN,0,20
1002,patents,Mr.VINAYAKA H.L,INVENTOR,Mr.VINAYAKA H.L,MRVINAYAKA_HL,23,38
1002,patents,Dr. M. R. KAMESH,INVENTOR,Dr. M. R. KAMESH,DR_M_R_KAMESH,41,57
1002,patents,Mr. GIRISHKUMAR. G. S,INVENTOR,Mr. GIRISHKUMAR. G. S,MR_GIRISHKUMAR_G_S,60,81
1002,patents,Mr. VIJAYAKUMAR NAGANNA PATIL,INVENTOR,Mr. VIJAYAKUMAR NAGANNA PATIL,MR_VIJAYAKUMAR_NAGANNA_PATIL,84,113
1002,patents,F16B5/06,IPC,F16B5/06,IPC02471,0,8
1002,patents,B25B5/14,IPC,B25B5/14,IPC01124,10,18
1002,patents,MECHANICAL ENGINEERING,FIELD,MECHANICAL ENGINEERING,MECHANICAL_ENGINEERING,0,22
1003,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1003,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1003,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1003,patents,Dr. Rajesh S M,INVENTOR,Dr. Rajesh S M,DR_RAJESH_S_M,0,14
1003,patents,Mrs. Reena Y A,INVENTOR,Mrs. Reena Y A,MRS_REENA_Y_A,17,31
1003,patents,Mr. Vinayakumar R,INVENTOR,Mr. Vinayakumar R,MR_VINAYAKUMAR_R,34,51
1003,patents,Mrs. Radha Halagani,INVENTOR,Mrs. RADHA HALAGANI,MRS_RADHA_HALAGANI,54,73
1003,patents,Mr. G K Vinay Kumar,INVENTOR,Mr. G K Vinay Kumar,MR_G_K_VINAY_KUMAR,76,95
1003,patents,G06Q20/34,IPC,G06Q20/34,IPC03251,0,9
1003,patents,G07F7/02,IPC,G07F7/02,IPC03363,11,19
1003,patents,G06Q20/14,IPC,G06Q20/14,IPC03246,21,30
1003,patents,G06K19/07,IPC,G06K19/07,IPC03192,32,41
1003,patents,G06Q20/32,IPC,G06Q20/32,IPC03250,43,52
1003,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1797,patents,CMR Institute of Technology,ORG,CMR Institute of Technology,CMR_INSTITUTE_OF_TECHNOLOGY,,
1797,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1797,patents,CMR Institute of Technology,APPLICANT,CMR Institute of Technology,CMR_INSTITUTE_OF_TECHNOLOGY,0,27
1797,patents,Dr Senthil Velan Suganantham,APPLICANT,Dr Senthil Velan Suganantham,DR_SENTHIL_VELAN_SUGANANTHAM,30,58
1797,patents,Ms Visalini S,INVENTOR,Ms Visalini S,MS_VISALINI_S,0,13
1797,patents,Dr Senthil Velan Suganantham,INVENTOR,Dr Senthil Velan Suganantham,DR_SENTHIL_VELAN_SUGANANTHAM,16,44
1797,patents,Ms Vidhya S,INVENTOR,Ms Vidhya S,MS_VIDHYA_S,47,58
1797,patents,Ms Bindyashree C A,INVENTOR,Ms Bindyashree C A,MS_BINDYASHREE_C_A,61,79
1797,patents,Ms Diana A,INVENTOR,Ms Diana A,MS_DIANA_A,82,92
1797,patents,G06F3/03,IPC,G06F3/03,IPC03127,0,8
1797,patents,G06F3/00,IPC,G06F3/00,IPC03124,10,18
1797,patents,H04W4/12,IPC,H04W4/12,IPC04261,43,51
1797,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
517,patents,Indian Institute of Science Bangalore,ORG,Indian Institute of Science Bangalore,INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,,
517,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
517,patents,INDIAN INSTITUTE OF SCIENCE,APPLICANT,Indian Institute of Science,INDIAN_INSTITUTE_OF_SCIENCE,0,27
517,patents,SIMRANJEET SINGH,INVENTOR,SIMRANJEET SINGH,SIMRANJEET_SINGH,0,16
517,patents,PRAVEEN,INVENTOR,Praveen,PRAVEEN,19,26
517,patents,CHEMICAL,FIELD,CHEMICAL,CHEMICAL,0,8
1004,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1004,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1004,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1004,patents,Ramesha,INVENTOR,Ramesha,RAMESHA,3,10
1004,patents,Dr. Shanmuganathan S P,INVENTOR,Dr. Shanmuganathan S P,DR_SHANMUGANATHAN_S_P,15,37
1004,patents,Prof. Rajashekar Hosalli,INVENTOR,Prof. Rajashekar Hosalli,PROF_RAJASHEKAR_HOSALLI,40,64
1004,patents,Dr. Ranjitha P,INVENTOR,Dr. RANJITHA P,DR_RANJITHA_P,67,81
1004,patents,Dr. G Padmavathi,INVENTOR,Dr. G Padmavathi,DR_G_PADMAVATHI,84,100
1004,patents,Dr. Avilasha B G,INVENTOR,Dr. Avilasha B G,DR_AVILASHA_B_G,103,119
1004,patents,Prof. Vijayakumar Naganna Patil,INVENTOR,Prof. Vijayakumar Naganna Patil,PROF_VIJAYAKUMAR_NAGANNA_PATIL,122,153
1004,patents,A61H9/00,IPC,A61H9/00,IPC00518,0,8
1004,patents,A61H15/00,IPC,A61H15/00,IPC00508,10,19
1004,patents,A61H23/02,IPC,A61H23/02,IPC00510,21,30
1004,patents,A61H7/00,IPC,A61H7/00,IPC00517,32,40
1004,patents,A61H23/00,IPC,A61H23/00,IPC00509,42,51
1004,patents,BIO-MEDICAL ENGINEERING,FIELD,BIO-MEDICAL ENGINEERING,BIOMEDICAL_ENGINEERING,0,23
1005,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1005,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1005,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1005,patents,P. Sudhakar,INVENTOR,P. Sudhakar,P_SUDHAKAR,0,11
1005,patents,S B Manjunath,INVENTOR,S B Manjunath,S_B_MANJUNATH,14,27
1005,patents,Gourav Kumar,INVENTOR,Gourav Kumar,GOURAV_KUMAR,30,42
1005,patents,Arunadevi M,INVENTOR,Arunadevi M,ARUNADEVI_M,45,56
1005,patents,A01D34/04,IPC,A01D34/04,IPC00018,0,9
1005,patents,A01D34/10,IPC,A01D34/10,IPC00019,11,20
1005,patents,A01D34/30,IPC,A01D34/30,IPC00020,22,31
1005,patents,A01D34/82,IPC,A01D34/82,IPC00021,33,42
1005,patents,MECHANICAL ENGINEERING,FIELD,MECHANICAL ENGINEERING,MECHANICAL_ENGINEERING,0,22
1006,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1006,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1006,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1006,patents,Vivek Bhandarkar V N,INVENTOR,Vivek Bhandarkar V N,VIVEK_BHANDARKAR_V_N,0,20
1006,patents,Arunadevi M,INVENTOR,Arunadevi M,ARUNADEVI_M,23,34
1006,patents,Mahesh G S,INVENTOR,Mahesh G S,MAHESH_G_S,37,47
1006,patents,Krantikumar Kshaurad,INVENTOR,Krantikumar Kshaurad,KRANTIKUMAR_KSHAURAD,50,70
1006,patents,Venkatesh,INVENTOR,Venkatesh,VENKATESH,80,89
1006,patents,Prof Govindaraju H,INVENTOR,Prof Govindaraju H,PROF_GOVINDARAJU_H,92,110
1006,patents,Sujan R,INVENTOR,Sujan R,SUJAN_R,113,120
1006,patents,Santosh Patil,INVENTOR,Santosh Patil,SANTOSH_PATIL,123,136
1006,patents,Tejas B R,INVENTOR,Tejas B R,TEJAS_B_R,139,148
1006,patents,Vishnu Prasad M,INVENTOR,Vishnu Prasad M,VISHNU_PRASAD_M,151,166
1006,patents,G06F30/10,IPC,G06F30/10,IPC03137,0,9
1006,patents,H02S10/00,IPC,H02S10/00,IPC03956,11,20
1006,patents,H02S40/22,IPC,H02S40/22,IPC03963,22,31
1006,patents,MECHANICAL ENGINEERING,FIELD,MECHANICAL ENGINEERING,MECHANICAL_ENGINEERING,0,22
1007,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1007,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1007,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1007,patents,Deenadayalan Ganapathi,INVENTOR,Deenadayalan Ganapathi,DEENADAYALAN_GANAPATHI,0,22
1007,patents,Dr Joshuva Arockia Dhanraj,INVENTOR,Dr Joshuva Arockia Dhanraj,DR_JOSHUVA_AROCKIA_DHANRAJ,25,51
1007,patents,Dr Solomon Jenoris Muthiya,INVENTOR,Dr Solomon Jenoris Muthiya,DR_SOLOMON_JENORIS_MUTHIYA,54,80
1007,patents,A61L11/00,IPC,A61L11/00,IPC00707,0,9
1007,patents,B09B3/00,IPC,B09B3/00,IPC01073,22,30
1007,patents,B65F1/00,IPC,B65F1/00,IPC01560,32,40
1007,patents,B65F1/14,IPC,B65F1/14,IPC01563,42,50
1007,patents,BIO-MEDICAL ENGINEERING,FIELD,BIO-MEDICAL ENGINEERING,BIOMEDICAL_ENGINEERING,0,23
1008,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1008,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1008,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1008,patents,Bharath T S,INVENTOR,Bharath T S,BHARATH_T_S,0,11
1008,patents,Dr. Rakesh M,INVENTOR,Dr. Rakesh M,DR_RAKESH_M,14,26
1008,patents,Dr. Divya C D,INVENTOR,Dr. Divya C D,DR_DIVYA_C_D,29,42
1008,patents,G06Q50/02,IPC,G06Q50/02,IPC03271,0,9
1008,patents,G01N33/28,IPC,G01N33/28,IPC02795,11,20
1008,patents,G01R33/12,IPC,G01R33/12,IPC02863,33,42
1008,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1009,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1009,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1009,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1009,patents,Prof. Abhinav R B,INVENTOR,Prof. Abhinav R B,PROF_ABHINAV_R_B,0,17
1009,patents,Prof. Shahedhadeennisa S,INVENTOR,Prof. Shahedhadeennisa S,PROF_SHAHEDHADEENNISA_S,20,44
1009,patents,G06F3/01,IPC,G06F3/01,IPC03125,0,8
1009,patents,G06N3/045,IPC,G06N3/045,IPC03214,10,19
1009,patents,G06N3/08,IPC,G06N3/08,IPC03219,21,29
1009,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1010,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1010,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1010,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1010,patents,Dr. Nagendra J,INVENTOR,Dr. Nagendra J,DR_NAGENDRA_J,0,14
1010,patents,B33Y10/00,IPC,B33Y10/00,IPC01265,0,9
1010,patents,B29C64/118,IPC,B29C64/118,IPC01190,11,21
1010,patents,F16H55/06,IPC,F16H55/06,IPC02499,23,32
1010,patents,B33Y50/00,IPC,B33Y50/00,IPC01269,34,43
1010,patents,B33Y70/00,IPC,B33Y70/00,IPC01271,45,54
1010,patents,MECHANICAL ENGINEERING,FIELD,MECHANICAL ENGINEERING,MECHANICAL_ENGINEERING,0,22
1011,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1011,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1011,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1011,patents,Sameia Suha,INVENTOR,Sameia Suha,SAMEIA_SUHA,0,11
1011,patents,Sandhya K,INVENTOR,Sandhya K,SANDHYA_K,14,23
1011,patents,Pruthvi C N,INVENTOR,Pruthvi C N,PRUTHVI_C_N,26,37
1011,patents,Shahedhadeennisa S,INVENTOR,Shahedhadeennisa S,SHAHEDHADEENNISA_S,40,58
1011,patents,G06N20/00,IPC,G06N20/00,IPC03207,0,9
1011,patents,A61B5/00,IPC,A61B5/00,IPC00368,23,31
1011,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1012,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1012,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1012,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1012,patents,Dr. Ramya R S,INVENTOR,Dr. Ramya R S,DR_RAMYA_R_S,0,13
1012,patents,Anitha,INVENTOR,Anitha,ANITHA,16,22
1012,patents,B Sathvika Reddy,INVENTOR,B Sathvika Reddy,B_SATHVIKA_REDDY,25,41
1012,patents,Jyothika Lakhsmi M,INVENTOR,Jyothika Lakhsmi M,JYOTHIKA_LAKHSMI_M,44,62
1012,patents,N Shreya Sai,INVENTOR,N Shreya Sai,N_SHREYA_SAI,65,77
1012,patents,Vrinda B S,INVENTOR,Vrinda B S,VRINDA_B_S,80,90
1012,patents,G09B17/00,IPC,G09B17/00,IPC03425,0,9
1012,patents,G06N20/00,IPC,G06N20/00,IPC03207,11,20
1012,patents,A61B5/16,IPC,A61B5/16,IPC00391,22,30
1012,patents,G06F11/34,IPC,G06F11/34,IPC03043,43,52
1012,patents,PHYSICS,FIELD,PHYSICS,PHYSICS,0,7
1013,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1013,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1013,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1013,patents,Dr Chandrakala B M,INVENTOR,Dr Chandrakala B M,DR_CHANDRAKALA_B_M,0,18
1013,patents,Rekha Jayaram,INVENTOR,Rekha Jayaram,REKHA_JAYARAM,21,34
1013,patents,Bindu Bhargavi S M,INVENTOR,Bindu Bhargavi S M,BINDU_BHARGAVI_S_M,37,55
1013,patents,G06F21/32,IPC,G06F21/32,IPC03111,0,9
1013,patents,G06T1/00,IPC,G06T1/00,IPC03288,11,19
1013,patents,G06V40/18,IPC,G06V40/18,IPC03345,21,30
1013,patents,G06V40/19,IPC,G06V40/19,IPC03346,42,51
1013,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1014,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1014,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1014,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1014,patents,Vaidehi M,INVENTOR,Vaidehi M,VAIDEHI_M,3,12
1014,patents,Chandana G,INVENTOR,Chandana G,CHANDANA_G,15,25
1014,patents,Disha N G,INVENTOR,Disha N G,DISHA_N_G,28,37
1014,patents,Lochan T N,INVENTOR,Lochan T N,LOCHAN_T_N,40,50
1014,patents,A61H3/06,IPC,A61H3/06,IPC00514,0,8
1014,patents,G08B21/02,IPC,G08B21/02,IPC03381,10,19
1014,patents,A61F9/08,IPC,A61F9/08,IPC00493,21,29
1014,patents,G01S15/93,IPC,G01S15/93,IPC02882,31,40
1014,patents,BIO-MEDICAL ENGINEERING,FIELD,BIO-MEDICAL ENGINEERING,BIOMEDICAL_ENGINEERING,0,23
1015,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1015,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1015,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1015,patents,Rekha Jayaram,INVENTOR,Rekha Jayaram,REKHA_JAYARAM,0,13
1015,patents,Dr. Latha A P,INVENTOR,Dr. Latha A P,DR_LATHA_A_P,16,29
1015,patents,Madhavaram Swapna,INVENTOR,Madhavaram Swapna,MADHAVARAM_SWAPNA,32,49
1015,patents,Vijetha,INVENTOR,Vijetha,VIJETHA,52,59
1015,patents,G06F11/36,IPC,G06F11/36,IPC03044,0,9
1015,patents,H04L67/02,IPC,H04L67/02,IPC04131,11,20
1015,patents,G06F9/54,IPC,G06F9/54,IPC03187,44,52
1015,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1016,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1016,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1016,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1016,patents,Vaidehi M,INVENTOR,Vaidehi M,VAIDEHI_M,3,12
1016,patents,Vaibhav Magadum,INVENTOR,Vaibhav Magadum,VAIBHAV_MAGADUM,15,30
1016,patents,Sahaj Gupta,INVENTOR,Sahaj Gupta,SAHAJ_GUPTA,33,44
1016,patents,Shravya R,INVENTOR,Shravya R,SHRAVYA_R,47,56
1016,patents,Sharadhi Hegde,INVENTOR,Sharadhi Hegde,SHARADHI_HEGDE,59,73
1016,patents,G05D1/00,IPC,G05D1/00,IPC03013,0,8
1016,patents,H04L67/12,IPC,H04L67/12,IPC04133,10,19
1016,patents,H04W4/021,IPC,H04W4/021,IPC04258,21,30
1016,patents,B60W60/00,IPC,B60W60/00,IPC01427,32,41
1016,patents,G08G1/00,IPC,G08G1/00,IPC03401,43,51
1016,patents,ELECTRONICS,FIELD,ELECTRONICS,ELECTRONICS,0,11
1017,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1017,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1017,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1017,patents,Dr. Latha AP,INVENTOR,Dr. Latha AP,DR_LATHA_AP,0,12
1017,patents,Rajeshwari,INVENTOR,Rajeshwari,RAJESHWARI,19,29
1017,patents,Dr. Chandrakala BM,INVENTOR,Dr. Chandrakala BM,DR_CHANDRAKALA_BM,34,52
1017,patents,Prof. Rekha Jayaram,INVENTOR,Prof. Rekha Jayaram,PROF_REKHA_JAYARAM,55,74
1017,patents,Prof. Bindu Bhargavi,INVENTOR,Prof. Bindu Bhargavi,PROF_BINDU_BHARGAVI,77,97
1017,patents,Pallavi K,INVENTOR,Pallavi K,PALLAVI_K,100,109
1017,patents,G06V10/82,IPC,G06V10/82,IPC03324,0,9
1017,patents,G06N3/08,IPC,G06N3/08,IPC03219,11,19
1017,patents,G06N3/045,IPC,G06N3/045,IPC03214,21,30
1017,patents,G06N3/0464,IPC,G06N3/0464,IPC03215,32,42
1017,patents,G06V10/764,IPC,G06V10/764,IPC03321,44,54
1017,patents,COMPUTER SCIENCE,FIELD,COMPUTER SCIENCE,COMPUTER_SCIENCE,0,16
1018,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1018,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1018,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1018,patents,Satish B A,INVENTOR,SATISH B A,SATISH_B_A,0,10
1018,patents,Deekshitha Arsa,INVENTOR,Deekshitha Arsa,DEEKSHITHA_ARSA,13,28
1018,patents,Ganesha G C,INVENTOR,GANESHA G C,GANESHA_G_C,31,42
1018,patents,Dr Sharath Kumar Y N,INVENTOR,Dr Sharath Kumar Y N,DR_SHARATH_KUMAR_Y_N,45,65
1018,patents,Rachana M H,INVENTOR,RACHANA M H,RACHANA_M_H,68,79
1018,patents,B25J9/16,IPC,B25J9/16,IPC01143,0,8
1018,patents,B25J11/00,IPC,B25J11/00,IPC01126,10,19
1018,patents,A61B34/00,IPC,A61B34/00,IPC00363,21,30
1018,patents,G10L15/22,IPC,G10L15/22,IPC03485,32,41
1018,patents,G06F3/16,IPC,G06F3/16,IPC03135,43,51
1018,patents,ELECTRONICS,FIELD,ELECTRONICS,ELECTRONICS,0,11
1019,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1019,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1019,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1019,patents,Devaraju Ramakrishna,INVENTOR,Devaraju Ramakrishna,DEVARAJU_RAMAKRISHNA,0,20
1019,patents,Vinod Kumar Agrawal,INVENTOR,Vinod Kumar Agrawal,VINOD_KUMAR_AGRAWAL,23,42
1019,patents,Nithesh Bhaskar N,INVENTOR,Nithesh Bhaskar N,NITHESH_BHASKAR_N,45,62
1019,patents,Vinod B Durdi,INVENTOR,Vinod B Durdi,VINOD_B_DURDI,65,78
1019,patents,Pushpa B R,INVENTOR,Pushpa B R,PUSHPA_B_R,81,91
1019,patents,A61H1/02,IPC,A61H1/02,IPC00506,0,8
1019,patents,B64G1/36,IPC,B64G1/36,IPC01521,10,18
1019,patents,B64G1/22,IPC,B64G1/22,IPC01518,20,28
1019,patents,B64G1/28,IPC,B64G1/28,IPC01520,41,49
1019,patents,BIO-MEDICAL ENGINEERING,FIELD,BIO-MEDICAL ENGINEERING,BIOMEDICAL_ENGINEERING,0,23
1020,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1020,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1020,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1020,patents,Mohammad Shahid,INVENTOR,Mohammad Shahid,MOHAMMAD_SHAHID,0,15
1020,patents,Dr. Suma V,INVENTOR,Dr. Suma V,DR_SUMA_V,18,28
1020,patents,Prof. Poornima D,INVENTOR,Prof. Poornima D,PROF_POORNIMA_D,31,47
1020,patents,Nayana Shinde,INVENTOR,Nayana Shinde,NAYANA_SHINDE,50,63
1020,patents,A61B5/00,IPC,A61B5/00,IPC00368,0,8
1020,patents,G06Q50/02,IPC,G06Q50/02,IPC03271,21,30
1020,patents,G06F40/58,IPC,G06F40/58,IPC03163,43,52
1020,patents,BIO-MEDICAL ENGINEERING,FIELD,BIO-MEDICAL ENGINEERING,BIOMEDICAL_ENGINEERING,0,23
1021,patents,Dayananda Sagar College of Engineering,ORG,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,,
1021,patents,Bengaluru,GPE,Bengaluru,BENGALURU,,
1021,patents,Dayananda Sagar College of Engineering,APPLICANT,Dayananda Sagar College of Engineering,DAYANANDA_SAGAR_COLLEGE_OF_ENGINEERING,0,38
1021,patents,Dr. Shobha N,INVENTOR,Dr. Shobha N,DR_SHOBHA_N,0,12
1021,patents,Dr. Suma V,INVENTOR,Dr. Suma V,DR_SUMA_V,15,25
1021,patents,Dr. Rajeshwari Janthakal,INVENTOR,Dr. Rajeshwari Janthakal,DR_RAJESHWARI_JANTHAKAL,28,52
1021,patents,Poornima D,INVENTOR,Poornima D,POORNIMA_D,55,65
1021,patents,G06Q50/02,IPC,G06Q50/02,IPC03271,0,9
1021,patents,A61B5/16,IPC,A61B5/16,IPC00391,11,19
1021,patents,A61B5/00,IPC,A61B5/00,IPC00368,32,40
